AccountID,Type,BillingState,BillingCountry,AccountSource,Account_Status__c,ARR__c,EmployeesRange__c,Industry__c,SalesTargetAccount__c,SalesTeam__c,SalesTerritoryAE__c,OpenOpportunities__c,NumberofSessions__c,Industry_Score__c,EmployeeRangeScore__c,Engagement_Score__c,IsABM__c,Do_No_Contact__c
0012o00002h2atI,Partner,al qahirah,egypt,Marketing,Partner,0.0,101-1000,Consulting & Business Services,false,EMEA W,Middle East,0.0,114.0,50.0,0.0,0.0,false,false
0012o00002h2eTW,Standard,BARCELONA,Spain,,Business,0.0,101-1000,Insurance,true,EMEA W,Mediterranean,0.0,1.0,100.0,0.0,0.0,false,false
0012o00002h2hYh,Standard,california,Germany,,Business,0.0,Less than 20,Unknown,false,DACH,DACH - Whitepatch <5K,0.0,0.0,0.0,0.0,0.0,false,false
0012o00002h2ck1,Standard,Athens,Greece,Marketing,Business,0.0,5001-10.000,"Telecommunications, Media & Entertainment",true,EMEA W,Mediterranean,0.0,2.0,100.0,0.0,0.0,false,false
0012o00002h2b8L,Standard,ZUG,Germany,Marketing,Business,0.0,101-1000,Logistics & Transportation,false,DACH,DACH - Logistics,0.0,4.0,75.0,0.0,0.0,false,false
0012o00002h2gwu,Standard,,germany,Marketing,Business,0.0,Less than 20,Unknown,false,DACH,DACH - Whitepatch <5K,0.0,1.0,0.0,0.0,0.0,false,false
0012o00002h2eAs,Partner,belgrade,serbia,Community,Partner,0.0,21-100,Software & Technology,false,EMEA W,RoW - E Europe,0.0,67.0,100.0,0.0,0.0,false,false
0012o00002i7QZh,Standard,,,,Business,0.0,,,false,,,0.0,0.0,0.0,0.0,0.0,false,false
0012o00002i7QZo,Standard,wisconsin,united states,Marketing,Business,0.0,1001-5000,Consulting & Business Services,false,NA - Corporate & LATAM,NA - Central Corporate,0.0,317.0,50.0,50.0,2.0,false,false
0012o00002h2dZx,Standard,delhi,india,Marketing,Business,0.0,21-100,,false,APAC,RoW - APAC (Other),0.0,6.0,0.0,0.0,0.0,false,false
0012o00002i7QZk,Standard,pennsylvania,united states,Marketing,Business,0.0,1001-5000,Software & Technology,false,NA - Corporate & LATAM,NA - Southeast - Corporate,0.0,656.0,100.0,50.0,14.0,false,false
0012o00002i7QZj,Standard,,,,Business,0.0,,,false,,,0.0,1.0,0.0,0.0,0.0,false,false
0012o00002i7QZp,Standard,Texas,United States,Marketing,Business,0.0,10.000+,Utilities,false,NA - Enterprise,NA - South - Enterprise,0.0,79.0,100.0,100.0,0.0,false,false
0012o00002i7QZu,Standard,,,,Business,0.0,,,false,,,0.0,55.0,0.0,0.0,2.0,false,false
0012o00002h34Kp,Standard,Tamil Nadu,United Arab Emirates,SDR,Business,0.0,1001-5000,Banking & Financial Services,false,EMEA W,Middle East,0.0,3.0,100.0,50.0,0.0,false,false
0012o00002i7QZi,Standard,QUEBEC,Canada,,Business,0.0,10.000+,Retail,false,NA - Enterprise,NA - Canada - Enterprise,0.0,88.0,50.0,100.0,0.0,false,false
0012o00002i7QZn,Standard,Minnesota,United States,,Business,0.0,10.000+,Banking & Financial Services,false,NA - Enterprise,NA - Central Enterprise,0.0,27.0,100.0,100.0,5.0,false,false
0012o00002h2hCF,Standard,nordrhein-westfalen,germany,Marketing,Business,0.0,21-100,Software & Technology,false,DACH,DACH - Whitepatch <5K,0.0,2.0,100.0,0.0,0.0,false,false
0012o00002h2xdg,Partner,,Colombia,,Partner,0.0,1001-5000,Software & Technology,true,N/A,RoW - LATAM,0.0,26.0,100.0,50.0,0.0,false,false
0012o00002h2xeF,Standard,PARMA,Italy,,Business,0.0,1001-5000,Banking & Financial Services,true,EMEA W,Mediterranean,0.0,0.0,100.0,50.0,0.0,false,false
0012o00002h2hlH,Standard,Bavaria,Germany,Marketing,Business,0.0,101-1000,Consulting & Business Services,false,DACH,DACH - Whitepatch <5K,0.0,1.0,50.0,0.0,0.0,false,false
0012o00002h30fA,Standard,overijssel,netherlands,Marketing,Business,0.0,21-100,Software & Technology,false,EMEA W,Benelux - Software & Consulting,0.0,8.0,100.0,0.0,3.0,false,false
0012o00002i7QaP,Standard,Tamil Nadu,India,,Business,0.0,Less than 20,,false,APAC,RoW - APAC (Other),0.0,0.0,0.0,0.0,0.0,false,false
0012o00002h2ck2,Standard,kentriki makedonia,Greece,Zoominfo,Business,0.0,1001-5000,Manufacturing,true,EMEA W,Mediterranean,0.0,3.0,50.0,50.0,0.0,false,false
0012o00002h2cxR,Standard,roma,italy,Marketing,Business,0.0,Less than 20,,false,EMEA W,Mediterranean,0.0,10.0,0.0,0.0,0.0,false,false
0012o00002h2e3c,Standard,,united kingdom,Marketing,Business,0.0,Less than 20,,false,EMEA N,UKI - Software & Technology,0.0,30.0,0.0,0.0,0.0,false,false
0012o00002h2hcj,Standard,,germany,,Business,0.0,Less than 20,Unknown,false,DACH,DACH - Whitepatch <5K,0.0,2.0,0.0,0.0,0.0,false,false
0012o00002i7QZs,Partner,MA,United States,,Partner,0.0,21-100,Software & Technology,false,,,0.0,0.0,100.0,0.0,0.0,false,false
0012o00002sPFz4,Standard,Illinois,United States,HG Insights,Business,0.0,1001-5000,Logistics & Transportation,false,NA - Corporate & LATAM,NA - Central Corporate,0.0,0.0,75.0,50.0,0.0,false,false
0012o00002h2flD,Partner,,Germany,Marketing,Partner,0.0,21-100,Consulting & Business Services,false,DACH,N/A,0.0,119.0,50.0,0.0,0.0,false,false
0012o00002h2hwZ,Standard,zurich,switzerland,,Business,0.0,1001-5000,Logistics & Transportation,false,DACH,DACH - Logistics,0.0,5.0,75.0,50.0,0.0,false,false
0012o00002h2ibt,Standard,rheinland-pfalz,germany,,Business,0.0,101-1000,Insurance,false,DACH,DACH - Insurance <5K,0.0,3.0,100.0,0.0,0.0,false,false
0012o00002h2j2y,Standard,North Rhine-Westphalia,Germany,Zoominfo,Business,0.0,10.000+,Utilities,false,DACH,DACH - Utilities,0.0,27.0,100.0,100.0,0.0,false,false
0012o00002h2haY,Standard,,Switzerland,,Business,0.0,Less than 20,Unknown,false,DACH,DACH - Whitepatch <5K,0.0,208.0,0.0,0.0,0.0,false,false
0012o00002h2zys,Standard,zurich,switzerland,SDR,Business,0.0,Less than 20,Unknown,false,DACH,DACH - Whitepatch <5K,0.0,0.0,0.0,0.0,0.0,false,false
0012o00002h3GUY,Standard,,united kingdom,,Business,0.0,1001-5000,,false,EMEA N,UKI - Software & Technology,0.0,8.0,0.0,50.0,0.0,false,false
0012o00002sPFz8,Standard,New York,United States,HG Insights,Business,0.0,5001-10.000,Manufacturing,false,NA - Corporate & LATAM,NA - Northeast Corporate,0.0,0.0,50.0,0.0,0.0,false,false
0012o00002h2a1w,Standard,brandenburg,Germany,SDR,Business,0.0,101-1000,"Telecommunications, Media & Entertainment",false,DACH,DACH - Telco & Media <5K,0.0,0.0,100.0,0.0,0.0,false,false
0012o00002h2dWo,Standard,hong kong,hong kong,Marketing,Business,0.0,10.000+,Software & Technology,false,APAC,RoW - APAC (Prio),0.0,2.0,100.0,100.0,0.0,false,false
0012o00002h2icy,Partner,delhi,india,,Partner,0.0,Less than 20,Software & Technology,false,APAC,RoW - APAC (Other),0.0,44.0,100.0,0.0,0.0,false,false
0012o00002h3Egu,Standard,bern,Switzerland,Marketing,Business,0.0,10.000+,"Telecommunications, Media & Entertainment",false,DACH,DACH - Telco & Media 5K+,0.0,13.0,100.0,100.0,3.0,false,false
0012o00002sPFyq,Standard,Georgia,United States,HG Insights,Business,0.0,5001-10.000,Manufacturing,false,NA - Corporate & LATAM,NA - Southeast - Corporate,0.0,0.0,50.0,0.0,0.0,false,false
0012o00002h2hDS,Standard,bayern,germany,Marketing,Business,0.0,1001-5000,Manufacturing,false,DACH,DACH - Manufacturing,0.0,0.0,50.0,50.0,0.0,false,false
0012o00002i7QZt,Standard,,,,Business,0.0,,,false,,,0.0,0.0,0.0,0.0,0.0,false,false
0012o00002i7QaG,Partner,Victoria,Australia,,Partner,0.0,21-100,Consulting & Business Services,false,APAC,RoW - APAC (Prio),0.0,19.0,50.0,0.0,0.0,false,false
0012o00002h3Fr3,Standard,Berlin,Germany,Unknown,Business,0.0,1001-5000,Automotive,false,DACH,DACH - Automotive,0.0,3.0,50.0,50.0,0.0,false,false
0012o00002h2eSx,Standard,MADRID,Spain,Marketing,Business,0.0,10.000+,Insurance,true,EMEA W,Mediterranean,0.0,6.0,100.0,100.0,0.0,false,false
0012o00002h2j9L,Standard,North Rhine-Westphalia,Germany,Zoominfo,Business,0.0,10.000+,Manufacturing,false,DACH,DACH - Manufacturing,0.0,34.0,50.0,100.0,0.0,false,false
0012o00002h2fjC,Standard,Lower Saxony,Germany,Zoominfo,Business,0.0,101-1000,Insurance,false,DACH,DACH - Insurance <5K,0.0,6.0,100.0,0.0,0.0,false,false
0012o00002i7QZl,Standard,,,,Business,0.0,5001-10.000,"Public Sector, Government, Education",false,NA - Corporate & LATAM,NA - West Corporate,0.0,78.0,0.0,0.0,1.0,false,false
0012o00002h30aA,Standard,wien,austria,Marketing,Business,0.0,Less than 20,Unknown,false,DACH,DACH - Whitepatch <5K,0.0,4.0,0.0,0.0,0.0,false,false
0012o00002h3143,Standard,hessen,germany,Marketing,Business,0.0,1001-5000,Manufacturing,false,DACH,DACH - Manufacturing,0.0,20.0,50.0,50.0,0.0,false,false
0012o00002i7QZx,Standard,Texas,United States,,Business,0.0,10.000+,Manufacturing,false,NA - Enterprise,NA - South - Enterprise,0.0,0.0,50.0,100.0,3.0,false,false
0012o00002h30gD,Standard,VIKEN,Norway,Marketing,Business,0.0,10.000+,"Telecommunications, Media & Entertainment",true,EMEA N,RoW - Nordics,0.0,10.0,100.0,100.0,0.0,false,false
0012o00002sPFym,Standard,Texas,United States,HG Insights,Business,0.0,10.000+,"Public Sector, Government, Education",false,NA - Enterprise,NA - South - Enterprise,0.0,0.0,0.0,100.0,0.0,false,false
0012o00002sPFys,Standard,California,United States,HG Insights,Business,0.0,1001-5000,Utilities,false,NA - Corporate & LATAM,NA - West Corporate,0.0,0.0,100.0,50.0,0.0,false,false
0012o00002i7QZm,Standard,SAO PAULO,Brazil,,Business,0.0,10.000+,Retail,false,NA - Corporate & LATAM,RoW - LATAM,0.0,1.0,50.0,100.0,0.0,false,false
0012o00002h2iU2,Standard,schleswig-holstein,germany,Zoominfo,Business,0.0,Less than 20,Unknown,false,DACH,DACH - Whitepatch <5K,0.0,4.0,0.0,0.0,0.0,false,false
0012o00002h2zyt,Standard,uusimaa,finland,Marketing,Business,0.0,Less than 20,,false,EMEA N,RoW - Nordics,0.0,0.0,0.0,0.0,0.0,false,false
0012o00002i7QaD,Standard,British Columbia,Canada,,Business,0.0,101-1000,Utilities,false,NA - Corporate & LATAM,NA - Canada - Corporate,0.0,0.0,100.0,0.0,0.0,false,false
0012o00002h3FM6,Standard,mazowieckie,poland,Marketing,Business,0.0,21-100,Consulting & Business Services,false,EMEA W,RoW - E Europe,0.0,16.0,50.0,0.0,0.0,false,false
0012o00002sPFzC,Standard,Pennsylvania,United States,HG Insights,Business,0.0,10.000+,"Telecommunications, Media & Entertainment",false,NA - Enterprise,NA - DC Metro - Enterprise,0.0,24.0,100.0,100.0,0.0,false,false
0012o00002h31Li,Standard,,,,Business,0.0,1001-5000,Banking & Financial Services,true,N/A,,0.0,4.0,100.0,50.0,0.0,false,false
0012o00002sPFyk,Standard,Kentucky,United States,HG Insights,Business,0.0,1001-5000,Utilities,false,NA - Corporate & LATAM,NA - South - Corporate,0.0,0.0,100.0,50.0,0.0,false,false
0012o00002h3Fub,Standard,hovedstaden,denmark,,Business,0.0,Less than 20,,false,EMEA N,RoW - Nordics,0.0,2.0,0.0,0.0,0.0,false,false
0012o00002h3GMU,Standard,,Finland,,Business,0.0,Less than 20,"Telecommunications, Media & Entertainment",false,EMEA N,RoW - Nordics,0.0,7.0,100.0,0.0,0.0,false,false
0012o00002sPFyz,Standard,New York,United States,HG Insights,Business,0.0,10.000+,Manufacturing,false,NA - Enterprise,NA - Northeast Enterprise,0.0,3.0,50.0,100.0,0.0,false,false
0012o00002h3GtD,Standard,Baden-W\u00fcrttemberg,Germany,Marketing,Business,0.0,101-1000,Insurance,false,DACH,DACH - Insurance <5K,0.0,8.0,100.0,0.0,0.0,false,false
0012o00002sPFzA,Standard,Texas,United States,HG Insights,Business,0.0,10.000+,Consulting & Business Services,false,NA - Enterprise,NA - South - Enterprise,0.0,0.0,50.0,100.0,0.0,false,false
0012o00002sPFzF,Standard,New Jersey,United States,HG Insights,Business,0.0,5001-10.000,Retail,false,NA - Corporate & LATAM,NA - Northeast Corporate,0.0,0.0,50.0,0.0,0.0,false,false
0012o00002h2dh2,Standard,\u00cele-de-France,france,Marketing,Business,0.0,21-100,Software & Technology,false,EMEA W,France - Other,0.0,81.0,100.0,0.0,0.0,false,false
0012o00002h30PM,Standard,western cape,south africa,Marketing,Business,0.0,10.000+,Banking & Financial Services,false,EMEA W,Africa,0.0,63.0,100.0,100.0,2.0,false,false
0012o00002h2oha,Standard,ile-de-france,Germany,Marketing,Business,0.0,1001-5000,Retail,false,DACH,DACH - Retail,0.0,272.0,50.0,50.0,7.0,false,false
0012o00002h3148,Standard,distrito capital,colombia,,Business,0.0,10.000+,Software & Technology,false,NA - Corporate & LATAM,RoW - LATAM,0.0,5.0,100.0,100.0,0.0,false,false
0012o00002h34qn,Standard,Baden-W\u00fcrttemberg,Germany,Community,Business,0.0,1001-5000,Automotive,false,DACH,DACH - Automotive,0.0,70.0,50.0,50.0,0.0,false,false
0012o00002sPFyn,Standard,Virginia,United States,HG Insights,Business,0.0,10.000+,Banking & Financial Services,false,NA - Enterprise,NA - DC Metro - Enterprise,0.0,1.0,100.0,100.0,0.0,false,false
0012o00002h3MlV,Standard,maharashtra,india,,Business,0.0,5001-10.000,Manufacturing,false,APAC,RoW - APAC (Other),0.0,1.0,50.0,0.0,0.0,false,false
0012o00002sPFzD,Standard,New Jersey,United States,HG Insights,Business,0.0,1001-5000,Manufacturing,false,NA - Corporate & LATAM,NA - Northeast Corporate,0.0,0.0,50.0,50.0,0.0,false,false
0012o00002sPFzH,Standard,Texas,United States,HG Insights,Business,0.0,1001-5000,Utilities,false,NA - Corporate & LATAM,NA - South - Corporate,0.0,0.0,100.0,50.0,0.0,false,false
0012o00002sPKGb,Standard,Utah,United States,HG Insights,Business,0.0,1001-5000,"Life Sciences, Pharma, & Biotech",false,NA - Corporate & LATAM,NA - West Corporate,0.0,0.0,25.0,50.0,0.0,false,false
0012o00002sPFyr,Standard,Louisiana,United States,HG Insights,Business,0.0,1001-5000,Retail,false,NA - Corporate & LATAM,NA - South - Corporate,0.0,2.0,50.0,50.0,0.0,false,false
0012o00002h3GPd,Standard,michigan,italy,Marketing,Business,0.0,101-1000,Software & Technology,false,EMEA W,Mediterranean,0.0,88.0,100.0,0.0,1.0,false,false
0012o00002h3HEu,Standard,zurich,switzerland,Marketing,Business,0.0,21-100,Insurance,false,DACH,DACH - Insurance <5K,0.0,2.0,100.0,0.0,0.0,false,false
0012o00002sPFz9,Standard,Ohio,United States,HG Insights,Business,0.0,5001-10.000,Manufacturing,false,NA - Corporate & LATAM,NA - Central Corporate,0.0,0.0,50.0,0.0,0.0,false,false
0012o00002h310Q,Standard,Geneva,Switzerland,Zoominfo,Business,0.0,1001-5000,Consulting & Business Services,false,DACH,DACH - Whitepatch <5K,0.0,0.0,50.0,50.0,0.0,false,false
0012o00002i7QaS,Standard,Texas,United States,,Business,0.0,,,false,NA - Corporate & LATAM,NA - Central Corporate,0.0,12.0,0.0,0.0,0.0,false,false
0012o00002sPFyp,Standard,Illinois,United States,HG Insights,Business,0.0,10.000+,Retail,false,NA - Enterprise,NA - Central Enterprise,0.0,0.0,50.0,100.0,0.0,false,false
0012o00002sPFz0,Standard,California,United States,HG Insights,Business,0.0,10.000+,Banking & Financial Services,false,NA - Corporate & LATAM,NA - West Corporate,0.0,0.0,100.0,100.0,0.0,false,false
0012o00002h3GRo,Standard,minas gerais,brazil,,Business,0.0,101-1000,Software & Technology,false,NA - Corporate & LATAM,RoW - LATAM,0.0,3.0,100.0,0.0,0.0,false,false
0012o00002sPFyv,Standard,Colorado,United States,HG Insights,Business,0.0,10.000+,"Telecommunications, Media & Entertainment",false,NA - Enterprise,NA - South - Enterprise,0.0,4.0,100.0,100.0,0.0,false,false
0012o00002i7Qai,Standard,North Carolina,United States,,Business,0.0,,,false,NA - Corporate & LATAM,,0.0,0.0,0.0,0.0,0.0,false,false
0012o00002h3GmH,Standard,minas gerais,brazil,,Business,0.0,101-1000,"Public Sector, Government, Education",false,NA - Corporate & LATAM,RoW - LATAM,0.0,8.0,0.0,0.0,0.0,false,false
0012o00002h3HZc,Standard,gelderland,netherlands,Marketing,Business,0.0,101-1000,Software & Technology,false,EMEA W,Benelux - Software & Consulting,0.0,0.0,100.0,0.0,0.0,false,false
0012o00002sPFz7,Standard,Colorado,United States,HG Insights,Business,0.0,10.000+,"Telecommunications, Media & Entertainment",false,NA - Enterprise,NA - South - Enterprise,0.0,0.0,100.0,100.0,0.0,false,false
0012o00002i7QaJ,Standard,California,United States,,Business,0.0,21-100,Software & Technology,false,NA - Corporate & LATAM,NA - West Corporate,0.0,0.0,100.0,0.0,0.0,false,false
0012o00002h3E63,Standard,hofudborgarsvaedi,Iceland,,Business,0.0,1001-5000,,true,EMEA N,RoW - Nordics,0.0,22.0,0.0,50.0,1.0,false,false
0012o00002h3FZi,Standard,Baden-W\u00fcrttemberg,Germany,SDR,Business,0.0,101-1000,Banking & Financial Services,false,DACH,DACH - Banking,0.0,0.0,100.0,0.0,0.0,false,false
0012o00002sPFyt,Standard,Iowa,United States,HG Insights,Business,0.0,5001-10.000,"Telecommunications, Media & Entertainment",false,NA - Corporate & LATAM,NA - Central Corporate,0.0,0.0,100.0,0.0,0.0,false,false
0012o00002sPFz5,Standard,Tennessee,United States,HG Insights,Business,0.0,10.000+,"Telecommunications, Media & Entertainment",false,NA - Enterprise,NA - Midwest - Enterprise,0.0,0.0,100.0,100.0,0.0,false,false
0012o00002h3IGu,Standard,,austria,,Business,0.0,Less than 20,Unknown,false,DACH,DACH - Whitepatch <5K,0.0,48.0,0.0,0.0,3.0,false,false
0012o00002i7Qau,Standard,hessen,germany,Marketing,Business,0.0,10.000+,Banking & Financial Services,false,DACH,DACH - Banking,0.0,10.0,100.0,100.0,0.0,false,false
0012o00002sPFzS,Standard,Michigan,United States,HG Insights,Business,0.0,10.000+,Manufacturing,false,NA - Enterprise,NA - Midwest - Enterprise,0.0,2.0,50.0,100.0,0.0,false,false
0012o00002sPFzU,Standard,Illinois,United States,HG Insights,Business,0.0,5001-10.000,Other,false,NA - Corporate & LATAM,NA - Central Corporate,0.0,1.0,0.0,0.0,0.0,false,false
0012o00002h3Hgx,Standard,ZUID-HOLLAND,Netherlands,,Business,0.0,5001-10.000,Manufacturing,true,EMEA W,Benelux - Manufacturing,0.0,0.0,50.0,0.0,0.0,false,false
0012o00002sPFzJ,Standard,New Mexico,United States,HG Insights,Business,0.0,10.000+,Healthcare,false,NA - Enterprise,NA - South - Enterprise,0.0,6.0,25.0,100.0,0.0,false,false
0012o00002h3Mmd,Standard,santa fe,argentina,,Business,0.0,Less than 20,Software & Technology,false,NA - Corporate & LATAM,RoW - LATAM,0.0,61.0,100.0,0.0,0.0,false,false
0012o00002h30cV,Standard,hessen,germany,Marketing,Business,0.0,Less than 20,Unknown,false,DACH,DACH - Whitepatch <5K,0.0,116.0,0.0,0.0,3.0,false,false
0012o00002i7QaI,Standard,,,,Business,0.0,21-100,Consulting & Business Services,false,,,0.0,16.0,50.0,0.0,0.0,false,false
0012o00002sPFzP,Standard,Georgia,United States,HG Insights,Business,0.0,5001-10.000,Retail,false,NA - Corporate & LATAM,NA - Southeast - Corporate,0.0,0.0,50.0,0.0,0.0,false,false
0012o00002sPKGc,Standard,Washington,United States,HG Insights,Business,0.0,1001-5000,Healthcare,false,NA - Corporate & LATAM,NA - West Corporate,0.0,0.0,25.0,50.0,0.0,false,false
0012o00002sPFyu,Standard,Ohio,United States,HG Insights,Business,0.0,1001-5000,Insurance,false,NA - Corporate & LATAM,NA - Central Corporate,0.0,0.0,100.0,50.0,0.0,false,false
0012o00002h3Ga6,Standard,wien,austria,Marketing,Business,0.0,Less than 20,Unknown,false,DACH,DACH - Whitepatch <5K,0.0,1.0,0.0,0.0,0.0,false,false
0012o00002h3M5z,Standard,rheinland-pfalz,germany,,Business,0.0,Less than 20,Unknown,false,DACH,DACH - Whitepatch <5K,0.0,1.0,0.0,0.0,0.0,false,false
0012o00002sPFzO,Standard,South Carolina,United States,HG Insights,Business,0.0,10.000+,"Life Sciences, Pharma, & Biotech",false,NA - Enterprise,NA - Southeast - Enterprise,0.0,3.0,25.0,100.0,0.0,false,false
0012o00002h3Fo0,Standard,sachsen,germany,Marketing,Business,0.0,Less than 20,Unknown,false,DACH,DACH - Whitepatch <5K,0.0,1.0,0.0,0.0,0.0,false,false
0012o00002sPFyo,Standard,Tennessee,United States,HG Insights,Business,0.0,10.000+,Healthcare,false,NA - Enterprise,NA - Midwest - Enterprise,0.0,0.0,25.0,100.0,0.0,false,false
0012o00002sPFyw,Standard,California,United States,HG Insights,Business,0.0,1001-5000,Healthcare,false,NA - Corporate & LATAM,NA - West Corporate,0.0,0.0,25.0,50.0,0.0,false,false
0012o00002h3GPs,Standard,california,peru,Marketing,Business,0.0,5001-10.000,"Public Sector, Government, Education",false,NA - Corporate & LATAM,RoW - LATAM,0.0,58.0,0.0,0.0,1.0,false,false
0012o00002h3Mpi,Standard,karnataka,india,,Business,0.0,21-100,Software & Technology,false,APAC,RoW - APAC (Other),0.0,1.0,100.0,0.0,0.0,false,false
0012o00002i7QbB,Standard,,Canada,,Business,0.0,,,false,NA - Corporate & LATAM,,0.0,0.0,0.0,0.0,0.0,false,false
0012o00002i7QaH,Partner,IL,United States,Marketing,Partner,0.0,21-100,Consulting & Business Services,false,NA - Corporate & LATAM,NA - Southeast - Corporate,0.0,70.0,50.0,0.0,1.0,false,false
0012o00002h3FML,Standard,sao paulo,brazil,Marketing,Business,0.0,21-100,Consulting & Business Services,false,NA - Corporate & LATAM,RoW - LATAM,0.0,8.0,50.0,0.0,0.0,false,false
0012o00002h3G34,Standard,,Ireland,SDR,Business,0.0,1001-5000,,false,EMEA N,UKI - Software & Technology,0.0,3.0,0.0,50.0,0.0,false,false
0012o00002sPFz2,Standard,Colorado,United States,HG Insights,Business,0.0,5001-10.000,Insurance,false,NA - Corporate & LATAM,NA - Central Corporate,0.0,0.0,100.0,0.0,0.0,false,false
0012o00002h3LNV,Standard,East Sussex,United Kingdom,SDR,Business,0.0,1001-5000,Insurance,false,EMEA N,UKI - Insurance & Healthcare,0.0,4.0,100.0,50.0,0.0,false,false
0012o00002h3MEc,Standard,nordrhein-westfalen,germany,AE,Business,0.0,Less than 20,Unknown,false,DACH,DACH - Whitepatch <5K,0.0,131.0,0.0,0.0,1.0,false,false
0012o00002h3MFG,Standard,tirol,austria,,Business,0.0,101-1000,Unknown,false,DACH,DACH - Whitepatch <5K,0.0,2.0,0.0,0.0,0.0,false,false
0012o00002sPFzI,Standard,Arizona,United States,HG Insights,Business,0.0,1001-5000,Manufacturing,false,NA - Corporate & LATAM,NA - West Corporate,0.0,0.0,50.0,50.0,0.0,false,false
0012o00002sPFzN,Standard,Michigan,United States,HG Insights,Business,0.0,10.000+,Retail,false,NA - Enterprise,NA - Midwest - Enterprise,0.0,0.0,50.0,100.0,0.0,false,false
0012o00002sPFzE,Standard,Minnesota,United States,HG Insights,Business,0.0,5001-10.000,Manufacturing,false,NA - Corporate & LATAM,NA - Central Corporate,0.0,0.0,50.0,0.0,0.0,false,false
0012o00002sPFzT,Standard,New York,United States,HG Insights,Business,0.0,1001-5000,Banking & Financial Services,false,NA - Corporate & LATAM,NA - Northeast Corporate,0.0,5.0,100.0,50.0,0.0,false,false
